SMILES,Td
*Oc1cc2c(cc1)ccc(c2)Oc1ccc(cc1)C(=Nc1ccc(cc1)N=C(c1ccc(cc1)*)c1ccccc1)c1ccccc1,512.0
*Oc1ccc(cc1)C(=Nc1ccc(cc1)N=C(c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1,486.0
*Oc1ccc(cc1)N=C(c1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)C(=Nc1ccc(cc1)*)c1ccccc1)c1ccccc1,530.0
*Oc1ccc(cc1)Oc1ccc(cc1)C(=Nc1ccc(cc1)Oc1ccc(cc1)N=C(c1ccc(cc1)*)c1ccccc1)c1ccccc1,485.0
*Oc1ccc(cc1)N=C(c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)C(=Nc1ccc(cc1)*)c1ccccc1)(C)C)c1ccccc1,485.0
*Oc1cc2c(cc1)ccc(c2)Oc1ccc(cc1)C(=Nc1ccc(cc1)Oc1ccc(cc1)N=C(c1ccc(cc1)*)c1ccccc1)c1ccccc1,513.0
*Oc1ccc(cc1)N=C(c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)C(=Nc1ccc(cc1)*)c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1,497.0
*Oc1ccc(cc1)C(=Nc1ccc(cc1)N=C(c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(C)C)C)C,488.0
*Oc1ccc(cc1)C(=Nc1ccc(cc1)N=C(c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(c1ccccc1)c1ccccc1)C)C,463.0
*Oc1ccc(cc1)N=C(c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)C(=Nc1ccc(cc1)*)C)(C)C)C,446.0
*Oc1ccc(cc1)N=C(c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)C(=Nc1ccc(cc1)*)C)(c1ccccc1)c1ccccc1)C,469.0
*Oc1ccc(cc1)C=Nc1ccc(cc1)N=Cc1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(c1ccccc1)c1ccccc1,457.0
*Oc1ccc(cc1)N=Cc1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)C=Nc1ccc(cc1)*)(c1ccccc1)c1ccccc1,445.0
*c1oc(cc1)Sc1oc(cc1)C=C1C(=O)C(=C*)CCC1,250.0
*c1oc(cc1)Sc1oc(cc1)C=C1C(=O)C(=C*)CCCC1,250.0
*Oc1cc(ccc1)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)*,469.0
*c1nc(nc(n1)c1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)*)c1ccccc1,602.0
*c1nc(nc(n1)c1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)*)c1ccccc1,585.0
*c1nc(nc(n1)c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)*)(C)C)c1ccccc1,494.0
*c1nc(nc(n1)c1ccc(cc1)Oc1cc2c(cc1)ccc(c2)Oc1ccc(cc1)*)c1ccccc1,580.0
*c1nc(nc(n1)c1ccc(cc1)Oc1ccc(cc1)Sc1ccc(cc1)Oc1ccc(cc1)*)c1ccccc1,546.0
*c1nc(nc(n1)c1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)*)c1ccccc1,559.0
*c1nc(nc(n1)c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)*)(c1ccccc1)c1ccccc1)c1ccccc1,547.0
*Oc1ccc(cc1)NC(=O)c1cc(ccc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)C(c1cc(ccc1)C(c1ccc(cc1)*)(C)C)(C)C,442.0
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)*)(C(F)(F)F)C(F)(F)F,458.0
*Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)C(C(c1ccc(cc1)*)O)O)(C)C,368.5666667
*OP(=O)(N=Nc1ccc(cc1)c1ccc(cc1)N=NP(=O)(OCC*)OCC)OCC,182.0
*OP(=O)(N=Nc1ccc(cc1)Oc1ccc(cc1)N=NP(=O)(OCC*)OCC)OCC,185.0
*OP(=O)(N=Nc1ccc(cc1)C(=O)c1ccc(cc1)N=NP(=O)(OCC*)OCC)OCC,196.0
*OP(=O)(N=Nc1ccc(cc1)c1ccc(cc1)N=NP(=O)(OCCCCCC*)OC)OC,195.0
*OP(=O)(N=Nc1ccc(cc1)Oc1ccc(cc1)N=NP(=O)(OCCCCCC*)OC)OC,195.0
*OP(=O)(N=Nc1ccc(cc1)C(=O)c1ccc(cc1)N=NP(=O)(OCCCCCC*)OC)OC,211.0
*OP(=O)(N=Nc1ccc(cc1)c1ccc(cc1)N=NP(=O)(OCCOCC*)OC)OC,188.0
*OP(=O)(N=Nc1ccc(cc1)Oc1ccc(cc1)N=NP(=O)(OCCOCC*)OC)OC,193.0
*OP(=O)(N=Nc1ccc(cc1)C(=O)c1ccc(cc1)N=NP(=O)(OCCOCC*)OC)OC,199.0
*OP(=O)(N=Nc1ccc(cc1)c1ccc(cc1)N=NP(=O)(OCC1CCC(CC1)C*)OC)OC,193.0
*OP(=O)(N=Nc1ccc(cc1)Oc1ccc(cc1)N=NP(=O)(OCC1CCC(CC1)C*)OC)OC,198.0
*OP(=O)(N=Nc1ccc(cc1)C(=O)c1ccc(cc1)N=NP(=O)(OCC1CCC(CC1)C*)OC)OC,202.0
*OP(=O)(N=Nc1ccc(cc1)c1ccc(cc1)N=NP(=O)(OCc1ccc(cc1)C*)OC)OC,185.0
*OP(=O)(N=Nc1ccc(cc1)Oc1ccc(cc1)N=NP(=O)(OCc1ccc(cc1)C*)OC)OC,186.0
*OP(=O)(N=Nc1ccc(cc1)C(=O)c1ccc(cc1)N=NP(=O)(OCc1ccc(cc1)C*)OC)OC,198.0
*Oc1ccc(cc1)C1(c2ccccc2-c2ccccc12)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1c(cccc1)c1c(cccc1)C(=O)c1ccc(cc1)*,523.0
*Oc1ccc(cc1)C1(c2ccccc2-c2ccccc12)c1ccc(cc1)Oc1cc(c(cc1)C(=O)c1ccccc1)c1c(ccc(c1)*)C(=O)c1ccccc1,490.0
*Oc1ccc(cc1)Oc1ccc(cc1)NC(=O)c1c(cc(cc1)c1cc(c(cc1)C(=O)Nc1ccc(cc1)*)C)C,456.0
*Oc1cc(ccc1)Oc1ccc(cc1)NC(=O)c1c(cc(cc1)c1cc(c(cc1)C(=O)Nc1ccc(cc1)*)C)C,454.0
*Oc1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)NC(=O)c1c(cc(cc1)c1cc(c(cc1)C(=O)Nc1ccc(cc1)*)C)C,456.0
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)NC(=O)c1c(cc(cc1)c1cc(c(cc1)C(=O)Nc1ccc(cc1)*)C)C,447.0
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1cc(ccc1)NC(=O)c1c(cc(cc1)c1cc(c(cc1)C(=O)Nc1cc(ccc1)*)C)C,449.0
*Oc1ccc(cc1)NC(=O)c1c(cc(cc1)c1cc(c(cc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(C)C)C)C,462.0
*Oc1ccc(cc1)C(c1ccc(cc1)Oc1c(cc(cc1)C(=O)c1ccc(cc1)C(=O)c1cc(c(cc1)*)C(F)(F)F)C(F)(F)F)(C)C,500.0
*Oc1ccc(cc1)C1(c2ccccc2-c2ccccc12)c1ccc(cc1)Oc1c(cc(cc1)C(=O)c1ccc(cc1)C(=O)c1cc(c(cc1)*)C(F)(F)F)C(F)(F)F,502.0
*Oc1ccc(cc1)c1ccc(cc1)Oc1c(cc(cc1)C(=O)c1ccc(cc1)C(=O)c1cc(c(cc1)*)C(F)(F)F)C(F)(F)F,521.0
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1ccc(cc1)OCCCCCCCCCCOc1ccc(cc1)C(=O)*)(C)C,395.0
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1ccc(cc1)OCCCCCCCCCCOc1ccc(cc1)C(=O)*)(C(F)(F)F)C(F)(F)F,402.0
*Oc1c(cc(cc1Br)C(c1cc(c(c(c1)Br)OC(=O)c1ccc(cc1)OCCCCCCCCCCOc1ccc(cc1)C(=O)*)Br)(C)C)Br,398.0
*Oc1c(cc(cc1Cl)C(c1cc(c(c(c1)Cl)OC(=O)c1ccc(cc1)OCCCCCCCCCCOc1ccc(cc1)C(=O)*)Cl)(C)C)Cl,365.0
*c1oc(nn1)c1ccc(cc1)c1oc(nn1)c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)Oc1ccc(cc1)*,380.0
*c1oc(nn1)c1ccc(cc1)c1oc(nn1)c1ccc(cc1)OC(=O)c1cc(ccc1)C(=O)Oc1ccc(cc1)*,370.0
*c1oc(nn1)c1c(cc(cc1)c1oc(nn1)c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)Oc1ccc(cc1)*)Oc1ccccc1,360.0
*c1oc(nn1)c1c(cc(cc1)c1oc(nn1)c1ccc(cc1)OC(=O)c1cc(ccc1)C(=O)Oc1ccc(cc1)*)Oc1ccccc1,365.0
*Oc1c(cc(cc1)c1ccc(cc1)c1cc(c(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,520.0
*Oc1c(cc(cc1)c1ccc(cc1)c1cc(c(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(C)C)C(F)(F)F)C(F)(F)F,464.0
*Oc1ccc(cc1)C1(c2ccccc2-c2ccccc12)c1ccc(cc1)Oc1c(cc(cc1)c1ccc(cc1)c1cc(c(cc1)*)C(F)(F)F)C(F)(F)F,530.0
*Oc1ccc(cc1)c1ccc(cc1)Oc1c(cc(cc1)c1ccc(cc1)c1cc(c(cc1)*)C(F)(F)F)C(F)(F)F,514.0
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1c(cc(cc1)c1ccc(cc1)c1cc(c(cc1)*)C(F)(F)F)C(F)(F)F,422.0
*c1nc(ccc1)c1cc(c(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1c(cc(cc1)*)C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,512.0
*c1nc(ccc1)c1cc(c(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1c(cc(cc1)*)C(F)(F)F)(C)C)C(F)(F)F,461.0
*c1nc(ccc1)c1cc(c(cc1)Oc1ccc(cc1)C1(c2ccccc2-c2ccccc12)c1ccc(cc1)Oc1c(cc(cc1)*)C(F)(F)F)C(F)(F)F,536.0
*c1sc(cc1)c1cc(c(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1c(cc(cc1)*)C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,521.0
*c1sc(cc1)c1cc(c(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1c(cc(cc1)*)C(F)(F)F)(C)C)C(F)(F)F,444.0
*c1sc(cc1)c1cc(c(cc1)Oc1ccc(cc1)C1(c2ccccc2-c2ccccc12)c1ccc(cc1)Oc1c(cc(cc1)*)C(F)(F)F)C(F)(F)F,494.0
*C1COC2C1OCC2OC(=O)O*,283.0
*c1c2c(c(s1)*)OCCO2,50.0
*n1nc(c2c(c1=O)cc(cc2)Oc1cc2c(c(nn(c2=O)c2ccc(cc2)S(=O)(=O)c2ccc(cc2)*)c2ccccc2)cc1)c1ccccc1,499.0
*n1nc(c2c(c1=O)cc(cc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc2c(c(nn(c2=O)c2ccc(cc2)S(=O)(=O)c2ccc(cc2)*)c2ccccc2)c1)(C)C)c1ccccc1,489.0
*n1nc(c2c(c1=O)cc(cc2)Oc1ccc2c(c(nn(c2=O)c2ccc(cc2)C(=O)c2ccc(cc2)*)c2ccccc2)c1)c1ccccc1,497.0
*n1nc(c2c(c1=O)cc(cc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc2c(c(nn(c2=O)c2ccc(cc2)C(=O)c2ccc(cc2)*)c2ccccc2)c1)(C)C)c1ccccc1,486.0
*n1nc(c2c(c1=O)cc(cc2)Oc1ccc2c(c(nn(c2=O)c2c(c(ccc2)*)C#N)c2ccccc2)c1)c1ccccc1,526.0
*n1nc(c2c(c1=O)cc(cc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc2c(c(nn(c2=O)c2c(c(ccc2)*)C#N)c2ccccc2)c1)(C)C)c1ccccc1,501.0
*n1nc(c2c(c1=O)cccc2)c1ccc(cc1)Oc1ccc(cc1)c1c2c(c(=O)n(n1)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)*)cccc2,476.0
*n1nc(c2c(c1=O)cccc2)c1ccc(cc1)Oc1ccc(cc1)c1c2c(c(=O)n(n1)c1ccc(cc1)C(=O)c1ccc(cc1)*)cccc2,468.0
*N1C(N2N(C1=O)C(N(C2=O)c1ccc(cc1)Oc1ccc(cc1)*)c1ccc(cc1)OC)c1ccc(cc1)OC,244.0
*[Si]1(O[Si](O[Si](O1)(C)C)(C)C)O[Si](CC*)(C)C,375.0
*c1oc(nc1)c1cc(c(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1c(cc(cc1)*)C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,441.0
*c1oc(nc1)c1cc(c(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1c(cc(cc1)*)C(F)(F)F)(C)C)C(F)(F)F,443.0
*c1oc(nc1)c1cc(c(cc1)Oc1ccc(cc1)c1ccc(cc1)Oc1c(cc(cc1)*)C(F)(F)F)C(F)(F)F,460.0
*c1oc(nc1)c1cc(c(cc1)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1c(cc(cc1)*)C(F)(F)F)C(F)(F)F,441.0
*n1nc(c2c(c1=O)cccc2)c1ccc(cc1)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)*,526.85
*n1nc(c2c(c1=O)cccc2)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)*,487.0
*Oc1ccc(cc1)NC(=O)Nc1ccc(cc1)CCc1ccc(cc1)NC(=O)Nc1ccc(cc1)*,325.0
*Oc1ccc(cc1)NC(=O)Nc1c(cccc1)CCc1ccc(cc1)NC(=O)Nc1ccc(cc1)*,330.0
*Oc1ccc(cc1)NC(=O)Nc1c(cccc1)CCc1c(cccc1)NC(=O)Nc1ccc(cc1)*,300.0
*Oc1cc(ccc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)*,509.3333333
*C1OC(C(C(C1N)O)O*)CO,228.0
*C1OC(C(C(C1NC(=O)C)O)O*)CO,200.0
*Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)*)S(=O)(=O)O,310.0
*c1oc(nn1)c1ccc(cc1)Oc1ccc(cc1)C=Cc1ccc(cc1)Oc1ccc(cc1)*,473.0
*c1oc(nn1)c1ccc(cc1)Oc1c2c(c(cc1)C=Cc1ccc(cc1)Oc1ccc(cc1)*)cccc2,480.0
*c1oc(nn1)c1c2c(c(cc1)Oc1ccc(cc1)C=Cc1ccc(cc1)Oc1c3c(c(cc1)*)cccc3)cccc2,482.0
*c1oc(nn1)c1c2c(c(cc1)Oc1c3c(c(cc1)C=Cc1ccc(cc1)Oc1c4c(c(cc1)*)cccc4)cccc3)cccc2,490.0
*Oc1ccc(cc1)C=Cc1ccc(cc1)OCCCCCC*,387.0
*Oc1c2c(c(cc1)C=Cc1ccc(cc1)OCCCCCC*)cccc2,402.0
*C1COC2C1OCC2OC(=O)CCCCCCCCC(=O)O*,386.0
*C1(c2c(C(=O)N1C)cccc2)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)*,525.0
*Oc1ccc(cc1)NC(=O)NCCCCCCNC(=O)Nc1ccc(cc1)*,360.0
*c1ccc2n(c3c(c2c1)cc(cc3)/C=C/c1ccc(cc1)Oc1c(cc(cc1)c1ccc(cc1)c1ccc(cc1)c1cc(c(cc1)Oc1ccc(cc1)/C=C/*)C(F)(F)F)C(F)(F)F)CC(CCCC)CC,561.0
*c1ccc2n(c3c(c2c1)cc(cc3)/C=C/c1ccc(cc1)Oc1c(cc(cc1)c1ccc(cc1)c1ccc(cc1)c1cc(c(cc1)Oc1ccc(cc1)/C=C/*)C#N)C#N)CC(CCCC)CC,502.0
*Oc1c(cc(cc1)c1ccc(cc1)c1ccc(cc1)c1cc(c(cc1)Oc1ccc(cc1)/C=C/c1cc2C(c3c(-c2cc1)ccc(c3)/C=C/c1ccc(cc1)*)(CCCCCC)CCCCCC)C(F)(F)F)C(F)(F)F,578.0
*Oc1c(cc(cc1)c1ccc(cc1)c1ccc(cc1)c1cc(c(cc1)Oc1ccc(cc1)/C=C/c1cc2C(c3c(-c2cc1)ccc(c3)/C=C/c1ccc(cc1)*)(CCCCCC)CCCCCC)C#N)C#N,501.0
*Oc1c(c(c(c(c1F)F)Sc1c(c(c(c(c1F)F)Oc1ccc(cc1)C(c1ccc(cc1)*)(C(F)(F)F)C(F)(F)F)F)F)F)F,480.5
*Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1)*,523.0
*Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1)*)c1cc(c(cc1)Cl)C(F)(F)F,524.0
*Oc1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC*)c1ccccc1)c1ccccc1,430.0
*Oc1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)OCCCCCCCCCCCC*)c1ccccc1)c1ccccc1,420.0
*OP(=O)(N=Nc1ccc(cc1)COC(=O)c1cc(cc(c1)C(C)(C)C)C(=O)OCc1ccc(cc1)N=NP(=O)(OCC*)OC)OC,115.0
*OP(=O)(N=Nc1ccc(cc1)CCOC(=O)c1cc(cc(c1)C(C)(C)C)C(=O)OCCc1ccc(cc1)N=NP(=O)(OCC*)OC)OC,162.0
*[NH+]1C(C=C(C=C1c1ccccc1)c1ccc(cc1)C1=CC([NH+](C(=C1)c1ccccc1)c1ccc(cc1)Oc1ccc(cc1)*)c1ccccc1)c1ccccc1,450.0
*Oc1c2c(ccc1)c(ccc2)OC1(C(C(C1(F)F)(F)F)(*)F)F,359.4
*Oc1ccc(cc1)OC1(C(C(C1(F)F)(F)F)(*)F)F,397.0
*c1ccc2n(c3c(c2c1)cc(cc3)Oc1c(cc(cc1)c1ccc(cc1)c1ccc(cc1)c1cc(c(cc1)O*)C#N)C#N)CC(CCCC)CC,435.0
*c1ccc2n(c3c(c2c1)cc(cc3)Oc1c(cc(cc1)c1ccc(cc1)c1ccc(cc1)c1cc(c(cc1)O*)C(F)(F)F)C(F)(F)F)CC(CCCC)CC,505.0
*c1ccc2n(c3c(c2c1)cc(cc3)C=Cc1ccc(cc1)Oc1c(cc(cc1)c1ccc(cc1)c1ccc(cc1)c1cc(c(cc1)Oc1ccc(cc1)C=C*)C#N)C#N)CC(CCCC)CC,502.0
*c1ccc2n(c3c(c2c1)cc(cc3)C=Cc1ccc(cc1)Oc1c(cc(cc1)c1ccc(cc1)c1ccc(cc1)c1cc(c(cc1)Oc1ccc(cc1)C=C*)C(F)(F)F)C(F)(F)F)CC(CCCC)CC,561.0
*Oc1c(c(c(c(c1F)F)c1c(c(c(c(c1F)F)Oc1c(cc(cc1)Cc1cc(c(cc1)*)C=O)C=O)F)F)F)F,347.0
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(CCC(=O)O)C,424.0
*Oc1ccc(cc1)N=Cc1ccc(cc1)OC(=O)c1ccc(cc1)C=Nc1ccc(cc1)OCCOC(=O)NCCCCCCNC(=O)OCC*,310.0
*Oc1ccc(cc1)N=Cc1ccc(cc1)OC(=O)c1ccc(cc1)C=Nc1ccc(cc1)OCCCCOC(=O)NCCCCCCNC(=O)OCCCC*,308.0
*Oc1ccc(cc1)N=Cc1ccc(cc1)OC(=O)c1ccc(cc1)C=Nc1ccc(cc1)OCCCCCCOC(=O)NCCCCCCNC(=O)OCCCCCC*,312.0
*Oc1ccc(cc1)N=Cc1ccc(cc1)OC(=O)c1ccc(cc1)C=Nc1ccc(cc1)OCCCCCCCCOC(=O)NCCCCCCNC(=O)OCCCCCCCC*,323.0
*Oc1ccc(cc1)N=Cc1ccc(cc1)OC(=O)c1ccc(cc1)C=Nc1ccc(cc1)OCCCCCCCCCCOC(=O)NCCCCCCNC(=O)OCCCCCCCCCC*,320.0
*Oc1ccc(cc1)N=Cc1ccc(cc1)OC(=O)c1ccc(cc1)C=Nc1ccc(cc1)OCCOC(=O)NC1CCC(CC1)CC1CCC(CC1)NC(=O)OCC*,316.0
*Oc1ccc(cc1)N=Cc1ccc(cc1)OC(=O)c1ccc(cc1)C=Nc1ccc(cc1)OCCCCOC(=O)NC1CCC(CC1)CC1CCC(CC1)NC(=O)OCCCC*,314.0
*Oc1ccc(cc1)N=Cc1ccc(cc1)OC(=O)c1ccc(cc1)C=Nc1ccc(cc1)OCCCCCCOC(=O)NC1CCC(CC1)CC1CCC(CC1)NC(=O)OCCCCCC*,319.0
*Oc1ccc(cc1)N=Cc1ccc(cc1)OC(=O)c1ccc(cc1)C=Nc1ccc(cc1)OCCCCCCCCOC(=O)NC1CCC(CC1)CC1CCC(CC1)NC(=O)OCCCCCCCC*,322.0
*Oc1ccc(cc1)N=Cc1ccc(cc1)OC(=O)c1ccc(cc1)C=Nc1ccc(cc1)OCCCCCCCCCCOC(=O)NC1CCC(CC1)CC1CCC(CC1)NC(=O)OCCCCCCCCCC*,312.0
*n1nc(c2c(c1=O)cccc2)c1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1)*)F,537.0
*n1nc(c2c(c1=O)cccc2)c1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)*)F,543.0
*n1nc(c2c(c1=O)cccc2)c1c(cc(cc1)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)*)F,505.0
*n1nc(c2c(c1=O)cccc2)c1c(cc(cc1)Oc1c(c(c(c(c1F)F)c1c(c(c(c(c1F)F)*)F)F)F)F)F,534.0
*C1COC2C1OCC2OC(=O)OCCCCCCOC(=O)O*,318.5
*C1COC2C1OCC2OC(=O)OCC(C(COC(=O)O*)OC)OC,292.0
*C1COC2C1OCC2OC(=O)OCC(C(COC(=O)O*)O)O,191.5
*C1COC2C1OCC2OC(=O)OCC1OC(OC1COC(=O)O*)(C)C,344.0
*Oc1c(c(c(c(c1F)F)S(=O)(=O)c1c(c(c(c(c1F)F)Oc1ccc(cc1)C(c1ccc(cc1)*)(C(F)(F)F)C(F)(F)F)F)F)F)F,473.0
*c1c2c(c(s1)c1ccc(cc1)N(c1ccc(cc1)*)c1ccc(cc1)CCCC)OCCO2,278.0
*n1nc(c2c(c1=O)cccc2)c1cc(c(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)*)Br,530.0
*Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)*)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,527.0
*Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)*)c1cc(ccc1)C(F)(F)F,533.0
*Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)*)c1cc(cc(c1)C)C,444.0
*Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)*)c1ccc(cc1)Oc1ccccc1,523.0
*Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1)*)c1cc(ccc1)C,478.0
*Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)c1ccc(cc1)*)c1cc(ccc1)C,472.0
*Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1)*)c1ccccc1,506.0
*Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)c1ccc(cc1)*)c1ccccc1,522.0
*Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1)*)c1cc(c(cc1)S(=O)(=O)O)C,240.0
*Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)c1ccc(cc1)*)c1cc(c(cc1)S(=O)(=O)O)C,276.0
*Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1)*)c1ccc(cc1)S(=O)(=O)O,251.0
*Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)c1ccc(cc1)*)c1ccc(cc1)S(=O)(=O)O,262.0
*Oc1ccc(cc1)Nc1ccc(cc1)Nc1ccc(cc1)Nc1ccc(cc1)Nc1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)*,250.0
*C1COC2C1OCC2OC(=O)OCCCCOC(=O)O*,302.0
*C1COC2C1OCC2OC(=O)OCCCCCCCCOC(=O)O*,325.5
*C1COC2C1OCC2OC(=O)OCCCCCCCCCCOC(=O)O*,330.0
*C1COC2C1OCC2OC(=O)OCCOCCOC(=O)O*,317.0
*C1COC2C1OCC2OC(=O)OCCOCCOCCOC(=O)O*,318.0
*C1COC2C1OCC2OC(=O)OCCOCCOCCOCCOC(=O)O*,308.0
*C1=CC(=C(C#N)C#N)C=C(O1)C=Cc1sc(cc1)N(CCOC(=O)Nc1c(ccc(c1)NC(=O)OCCN(c1sc(cc1)C=C*)C)C)C,276.0
*C1CCN(CC1)c1sc(cc1)C=CC1=CC(=C(C#N)C#N)C=C(O1)C=Cc1sc(cc1)N1CCC(CC1)OC(=O)Nc1c(ccc(c1)NC(=O)O*)C,309.0
*C1=CC(=C(C#N)C#N)C=C(O1)C=Cc1ccc(cc1)N=Nc1ccc(cc1)N(CCOC(=O)Nc1c(ccc(c1)NC(=O)OCCN(c1ccc(cc1)N=Nc1ccc(cc1)C=C*)C)C)C,301.0
*c1oc(nn1)c1ccc(cc1)NC(=O)c1cc(cc(c1)NC(=O)c1ccc(cc1)OC(=O)C)C(=O)Nc1ccc(cc1)*,293.0
*c1oc(nn1)c1ccc(cc1)Oc1ccc(cc1)NC(=O)c1cc(cc(c1)NC(=O)c1ccc(cc1)OC(=O)C)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)*,292.0
*c1oc(nn1)c1ccc(cc1)Oc1cc(ccc1)NC(=O)c1cc(cc(c1)NC(=O)c1ccc(cc1)OC(=O)C)C(=O)Nc1cc(ccc1)Oc1ccc(cc1)*,299.0
*n1nc(c2c(c1=O)cccc2)c1ccc(cc1)Oc1ccc(cc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)NC(=O)c1ccc(cc1)*,570.1666667
