SMILES,salt,molality,temperature,log_conductivity,is_synthetic,Tg,T_minus_Tg,is_glassy
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,26.89755754,-6.757576,0,-20.89937400817871,47.79693154817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,25.82547086,-6.848485,0,-20.89937400817871,46.72484486817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,24.30712825,-6.909091,0,-20.89937400817871,45.206502258178716,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,25.06432246,-6.886364,0,-20.89937400817871,45.96369646817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,23.77930559,-7.007576,0,-20.89937400817871,44.67867959817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,23.02861466,-7.037879,0,-20.89937400817871,43.92798866817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,22.05826796,-7.098485,0,-20.89937400817871,42.957641968178706,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,21.24221109,-7.212121,0,-20.89937400817871,42.14158509817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,19.98985321,-7.356061,0,-20.89937400817871,40.88922721817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,19.11221181,-7.416667,0,-20.89937400817871,40.011585818178716,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,17.58891878,-7.484848,0,-20.89937400817871,38.48829278817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,16.79735136,-7.5,0,-20.89937400817871,37.69672536817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,16.940929,-7.583333,0,-20.89937400817871,37.84030300817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,15.65357631,-7.704545,0,-20.89937400817871,36.55295031817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,13.95477516,-7.840909,0,-20.89937400817871,34.85414916817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,12.8333552,-7.954545,0,-20.89937400817871,33.73272920817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,11.65129414,-8.037879,0,-20.89937400817871,32.55066814817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,11.09845703,-8.090909,0,-20.89937400817871,31.99783103817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,58.21667213,-4.431818,0,-20.89937400817871,79.11604613817872,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,57.28202997,-4.462121,0,-20.89937400817871,78.18140397817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,56.07471859,-4.469697,0,-20.89937400817871,76.97409259817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,54.50925796,-4.492424,0,-20.89937400817871,75.40863196817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,53.50423421,-4.507576,0,-20.89937400817871,74.4036082181787,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,52.32432187,-4.530303,0,-20.89937400817871,73.22369587817872,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,51.24274489,-4.545455,0,-20.89937400817871,72.14211889817871,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,49.6337907,-4.575758,0,-20.89937400817871,70.5331647081787,0
[Cu]OCCCB(C1=C(C)C=C(C)C=C1(C))COCCOCCOCCOCC[Au],CLO4,0.264340376,48.12884401,-4.598485,0,-20.89937400817871,69.0282180181787,0
